ID;Название лида;Обращение;Имя;Фамилия;Отчество;Имя, Фамилия;Дата рождения;Адрес;Улица, номер дома;Квартира, офис, комната, этаж;Населенный пункт;Район;Регион;Почтовый индекс;Страна;Рабочий телефон;Мобильный телефон;Номер факса;Домашний телефон;Номер пейджера;Телефон для рассылок;Другой телефон;Корпоративный сайт;Личная страница;Страница Facebook;Страница ВКонтакте;Страница LiveJournal;Микроблог Twitter;Другой сайт;Рабочий e-mail;Частный e-mail;E-mail для рассылок;Другой e-mail;Контакт Facebook;Контакт Telegram;Контакт ВКонтакте;Контакт Skype;Контакт Viber;Комментарии Instagram;Контакт Битрикс24 Network;Онлайн-чат;Контакт Открытая линия;Контакт ICQ;Контакт MSN/Live!;Контакт Jabber;Другой контакт;Связанный пользователь;Название компании;Должность;Комментарий;Стадия;Дополнительно о стадии;Товар;Цена;Количество;Возможная сумма;Валюта;Источник;Дополнительно об источнике;Доступен для всех;Ответственный;roistat;ИНН;Часовой пояс;Конечная цена контракта;Максимальная цена контракта;Регион;Срок поставки;Ссылка;Сумма гарантии;Документация(ссылки);Номер извещения;Источник;Тип;Кампания;Ключевая фраза;GOOGLE_ID;YANDEX_ID;Точка входа;Город;Запись звонка;РК;Содержание РК;Точка отправки формы;категория А;категория В;категория С;Условия поставки - отображаются в спецификации;Форма захвата;Новая строка;Дата извещения;Окончание подачи заявок;Рассмотрение заявок;Проведение аукциона;Площадка;Предмет закупки;Тип закупки;Список оборудования;Оборудование у клиента;Закупка по тендеру;Новое поле - логистам;Причина отказа по лиду;ya_client_id;ga_client_id;UF_CRM_SP_UNSUBSCR;В ЧЕМ ПРИЧИНА СЛИВА?;Instagram;GA_CID;VK_WZ;TelegramUsername_WZ;TelegramId_WZ;Avito_WZ;WhatsApp Group Id;Telegram Group Id;Часовой пояс (для фильтра);Товар;Услуга
2470;"ООО ""НПП ""ТЕРРАВАТТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Предоплата  по счету №14241  от 27.11.2023г. за товар.Сумма 195570-00В т.ч. НДС(20%) 32595-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4823071251    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2471;"ООО ""ФИТНЕС48""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 19831/RUB от 25.08.2022г уплотнение ТР3 ЕРDМ Сумма 76590-00 В т.ч. НДС  (20%) 12765-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4823075986    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2472;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦЭНЕРГОМОНТАЖ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по заказу клиента N155113569, счет-договор N 155113569 от 24 января 2023 г. на сумму 9440,00 руб. В том числе НДС 20%, 1573.33 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4823076732    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2473;"ООО ""ИМПУЛЬС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N130111434 от 23.08.2022г. за товары Сумма 392208-94 В т.ч. НДС (20%) 65368-16;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4824043384    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2474;"ООО ""ИЗОТЕРМА-Л""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 10348 от 19.09.2022г. В т. ч. НДС 20% - 4391.67 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4824060358    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2475;"ООО ""Авангард""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 2628 от 15.03.2022 г. Сумма 33500-00 В т.ч. НДС  (20%) 5583-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4824096114    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2476;"ООО ""Сокол-прачечная";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 1 от 09.01.2022 г (конденсатоотводчик 2 шт). Сумма 77080-00 В т.ч. НДС (20%) 12846-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825000432    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2477;"ООО ""ГАЗСАНТЕХСТРОЙ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 8267 от 25.09.2023г.В том числе НДС 20 % - 23990.74 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825039285    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2478;"ООО ""БАЗА ОТДЫХА ""КООПЕРАТОР""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №29639/RUB от 22-09-2023 за насос. В том числе НДС 20 % - 38159.12 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825044101    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2479;"ООО ""МЕГАСТРОЙ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №29523 от 05-10-2023 В т.ч. НДС (20%) 10370-33 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825060880    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2480;"ООО ""ЮНИЛАЙТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по сч№319126355 от 14.11.2023г. за клей В том числе НДС 20 % - 1210.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825091895    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2481;"ООО ""ЭНЕРГОПРАЙМ"" Р/С 40702810735000003648 ПАО Сбербанк//БИК044206604";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ПО СЧЕТУ № 1876 ОТ 20 ИЮНЯ 2023 Г. СУММА 16500-00 В Т.Ч. НДС (20%) 2750-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4825118963    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2482;"ООО ""ЛЗТК"" Р/С 40702810906060000331 АО ""Россельхозбанк""//БИК040702701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТ-ДОГОВОР №1339 ОТ 20.12.2022 ЗА ПЛАСТИНА, УПЛОНТНЕНИЕ ПОДОГОВОРУ 1339 ОТ 20.12.2022 СУММА 25749-00 РУБ. В Т.Ч. НДС (20%) 4291-50 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4826112499    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2483;"ООО ""ПЕРСПЕКТИВА"" Р/С 40702810735000017786 ПАО Сбербанк//БИК044206604";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ПО СЧЕТУ №1357 ОТ 26.12.2022Г. ЗА УПЛОТНЕНИЯ СУММА 12864-00 В Т.Ч. НДС (20%) 2144-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4826123236    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2484;"ПАО ""ММТП""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 26059/RUB от 31.05.2023г. за резиновое уплотнение Сумма 79488-00 руб. В т.ч. НДС (20%) 13248-00 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4909047613    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2485;"ООО ""Эвенская горнорудная компания""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 727 от 10.03.23г. за насосы 276682-50 руб. В т.ч. НДС (20%) 46113-76 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;4909127604    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2486;"ЖСК ""КОРП."" Р/С 40703810338290100608 ПАО Сбербанк//БИК044525225";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ПО СЧЕТУ № 1321 ОТ 15.12.2022Г. ПЛАСТИНА ПРОХОДНАЯ AISI316. СУММА 41200-00 В Т.Ч. НДС (20%) 6866-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001005770    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2487;"АО ""ПИК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Счету-договору N 183119932/2 от 07.06.2023 г. В том числе НДС(20%) 21086-00.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001019620    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2488;"ТСЖ ""Изумруд""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;оплата по счета N242110592 от 27.06.2022 В том числе НДС 20% 4433.67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001056301    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2489;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТРОЙ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за автоматическую насосную станцию по счету № 13675 от 14.11.2023г. Сумма 256327-50. В том числе НДС 20%, 42721.25 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001112958    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2490;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗОЛИНК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за товар по счету №7712 от 20.06.2023 года. В т.ч. НДС 20%, 21868.18 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001121430    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2491;"ООО ""СТРОЙЭКСПЕРТ ПЛЮС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету  22 от 13 января 2022 г. Сумма 34000-00 В т.ч. НДС  (20%) 5666-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001134729    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2492;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОТЕХИНВЕСТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 12021 от 03.10.2023 занасос промывочный (Галенки) Сумма 97726-50 В т.ч. НДС  (20%) 16287-75;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5001135056    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2493;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ БРОННИЦКОГО ГОРОДСКОГО ХОЗЯЙСТВА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Счету №10225 от 18.08.2023 г..(насос циркуляционный) Сумма 69114-24 В т.ч. НДС  (20%) 11519-04;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5002003944    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2494;"Федеральное  государственное унитарное предприятие ""Комплекс""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 17783/RUB от 11.05.2022г. Материалы (преобразователь). в т.ч. НДС 20% - 7 137.28;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5003005239    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2495;"ЗАО ""СОВХОЗ ИМЕНИ ЛЕНИНА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за уплотнение, вставку по счету 16698/RUB от 18.02.2022. НДС в т.ч. 16513.67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5003009032    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2496;"ООО НПФ ""ФИТО"" Р/С 40702810640050100731 ПАО Сбербанк//БИК044525225";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ПО СЧЕТУ № 2362 ОТ 21.09.2023 ЗА ПОСТАВКУ ТОВАРА. СУММА 47800-00 В Т.Ч. НДС (20%) 7966-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5003014378    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2497;"ООО ""ФОРСА ТРЕЙД";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №11510 от 17 октября 2022 г. за комплектующие В том числе НДС 20 % - 10788.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5003115866    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2498;ТЕПЛОСЕРВИС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ЗА РЕАГЕНТЫ ПО СЧЕТУ№277 ОТ 13.01.2023 Г. СУММА 28194-50 В Т.Ч. НДС (20%) 4699-08;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5004018174    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2499;"Акционерное общество ""Воскресенские минеральные удобрения""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Предоплата по договору Счет 197114857 от 10.01.2023 г. за прочие мпз Сумма 51450-00 В т.ч. НДС(20%) 8575-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5005000148    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2500;"ООО ""ЭЙ-ДЖИ СТРОЙМАРКЕТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 9127 от 21.07.2023 г. за насос. Сумма 180225-28 В т.ч. НДС(20%) 30037-55;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5005033619    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2501;"ООО ""ЛОКОС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за средство моющее по счету N 130110844 от 04.07.2022 г. Сумма 4650-00 В т.ч. НДС (20%) 775-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5005035253    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2502;"ООО ""ЗАВОД ДЕТСКОГО ПИТАНИЯ ""ФАУСТОВО""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 537 от 17.01.2023 г. за уплотнения (50шт) Сумма 62400-00 В т.ч. НДС (20%) 10400-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5005046745    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2503;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬСТВО КОММУНИКАЦИИ СЕРВИС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТУ № 3626 ОТ 06 АПРЕЛЯ 2022 Г. СУММА 77595-00. В ТОМ ЧИСЛЕ НДС (20%), 12 932.50 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007048515    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2504;"ООО ""Д-ТОРГ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 21150/RUB от 21.10.2022г. за уплотнение EPDM. В том числе НДС 20 % - 3445.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007051412    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2505;"ООО ""СФЕРА-М""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №146108048 от 05.04.2022 за поставку товаров Сумма 103950-00 В т.ч. НДС  (20%) 17325-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007080903    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2506;"ООО ""Катуар-Инвест""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Предоплата100% по дог. №23493 от 10.04.2023,по сч.№23493/RUB от11.04.2023г.за S41А уплотнение EPDM (500шт.),S41A Пластина AISI 316 0.5 ТК1234 (500шт.). Сумма 1810000-00 В т.ч. НДС (20%) 301666-6;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007091341    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2507;"ООО ""ВЕРТИКАЛЬНЫЕ СИСТЕМЫ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №14249 от 27.11.2023г за смесь углеводородных пластину В т.ч. НДС  (20%) 16533-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007101590    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2508;"ООО ""СЫРОВАР""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 242117683 от 20.02.2023 г уплотнения Сумма 848628-00 В т.ч. НДС (20%) 141438-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007107182    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2509;"Общество с ограниченной ответственностью ""Времена года""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 265114961 от 14.11.2022 за уплотнение Сумма 24750-00 В т.ч. НДС (20%) 4125-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5007107545    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2510;"ООО ""ГУК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТУ № 31064/RUB ОТ 16.11.2023Г НАСОС FTD32-33G/2 СУММА 79650-00 В Т.Ч. НДС (20%) 13275-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5008059679    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2511;ООО ДБК;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;По сч 1812 от 07,06,23 электротехнические материалы Сумма 93200-00В т.ч. НДС(20%) 15533-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5008061188    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2512;"ООО ТФ ""Роксана""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 162109960 в т.ч. НДС 20% - 730.00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009000727    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2513;"АО ""МНПО ""РЕЗОНАНС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N 24211269 от 30.08.2022 Прокладка EPDM. Сумма 14820-00 В т.ч. НДС (20%) 2470-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009002509    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2514;"ООО ""ДАЛЬПРОМРЫБА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 162105640 от 18.11.2022 - Уплотнение^Сумма 34000-00^В т.ч. НДС(20%) 5666-67^;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009032550    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2515;"ООО УЖК ""ДРУЖБА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N242111769 от 03.08.2022 г. аванс 50% по Договору 177-ЕР-2022 от 29.07.2022 г. Сумма 59651-00 В т.ч. НДС (20%) 9941-83;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009033803    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2516;"ООО ""ОКТЯБРЬ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 11815 от 24.10.2022г. насос TD 65-15G/2 2,2кВт Сумма 45598-83 В т.ч. НДС  (20%) 7599-81;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009056470    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2517;"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ДЭЗ ""МОСОБЛСТРОЙТРЕСТ № 11""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 27496/RUB от 26.06.2023 Сумма 19640-00 В т.ч. НДС  (20%) 3273-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009061695    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2518;"ООО ""АБВ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за поставку уплотнителя для теплообменника по счету №866 от 18 августа 2022 года.  Сумма 85850.00, в т.ч. НДС (20%) - 14308.33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009082857    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2519;"ООО ""МКР ДРУЖБА - БОР""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по сч.242113206 от 21.09.2022 г. за S14А прокладка EPDM. в т.ч. НДС (20%) 17643-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009099184    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2520;"ООО ""ТЕРМОСЕТЬ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;оплата по счету N 197110089 от 15.06.2022г. В том числе НДС 20 % - 13645.50 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5009120238    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2521;"ООО ""КАМЕННЫЙ ВЕК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N 187119058 от 07.04.2023 за пластины. В т.ч. НДС 20% - 9 228,33 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5010027811    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2522;"ООО ""СЕТЕТЕРМ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Счету № 125125064 от 02.10.2023 за товар Сумма 22040-00 В т.ч. НДС  (20%) 3673-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5010040604    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2523;"ООО ""ЕГОРЬЕВСКАЯ ПТИЦЕФАБРИКА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за насос по счету №6781 от 29.05.2023г. В том числе НДС 20 % - 15250.67 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5011020449    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2524;ООО Кроношпан;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по с/ф N1207-20 (131411) от 07.12.22 за материалы Сумма 400770-00 В т.ч. НДС (20%) 66795-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;5011021227    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
